title,description,class
Oculus,"description: A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.; categories: Horror,Mystery",Pelicula
In Bruges,"description: Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.; categories: Comedy,Crime,Drama",Pelicula
This Means War,"description: Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.; categories: Action,Comedy,Romance",Pelicula
the devil's mistress,"description: A film about the black-and-white era actress Lída Baarová and her doomed love affair.; categories: Biography,Drama,History",Pelicula
The Road,"description: In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.; categories: Adventure,Drama",Pelicula
Lavender,"description: After losing her memory, a woman begins to see unexplained things after her psychiatrist suggests she visit her childhood home.; categories: Drama,Thriller",Pelicula
Deuces,description: An agent infiltrates a crime ring ran by a charismatic boss.; categories: Drama,Pelicula
Conan the Barbarian,"description: A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.; categories: Action,Adventure,Fantasy",Pelicula
The Fighter,"description: A look at the early years of boxer ""Irish"" Micky Ward and his brother who helped train him before going pro in the mid 1980s.; categories: Action,Biography,Drama",Pelicula
August Rush,"description: A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.; categories: Drama,Music",Pelicula
Chef,"description: A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.; categories: Comedy,Drama",Pelicula
Eye in the Sky,"description: Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare.; categories: Drama,Thriller,War",Pelicula
Eagle Eye,"description: Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.; categories: Action,Mystery,Thriller",Pelicula
The Purge,"description: A wealthy family are held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.; categories: Horror,Sci-Fi,Thriller",Pelicula
PK,"description: A stranger in the city asks questions no one has asked before. His childlike curiosity will take him on a journey of love, laughter, and letting go.; categories: Comedy,Drama,Romance",Pelicula
Ender's Game,"description: Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, a genocidal alien race which nearly annihilated the human race in a previous invasion.; categories: Action,Sci-Fi",Pelicula
Indiana Jones and the Kingdom of the Crystal Skull,"description: Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.; categories: Action,Adventure,Fantasy",Pelicula
Paper Towns,"description: After an all night adventure, Quentin's life-long crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.; categories: Drama,Mystery,Romance",Pelicula
High-Rise,description: Life for the residents of a tower block begins to run out of control.; categories: Drama,Pelicula
Quantum of Solace,"description: James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.; categories: Action,Adventure,Thriller",Pelicula
The Assignment,"description: After waking up and discovering that he has undergone gender reassignment surgery, an assassin seeks to find the doctor responsible.; categories: Action,Crime,Thriller",Pelicula
How to Train Your Dragon,"description: A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.; categories: Animation,Action,Adventure",Pelicula
Lady in the Water,"description: Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.; categories: Drama,Fantasy,Mystery",Pelicula
The Fountain,"description: As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.; categories: Drama,Sci-Fi",Pelicula
Cars 2,"description: Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.; categories: Animation,Adventure,Comedy",Pelicula
31,"description: Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.; categories: Horror,Thriller",Pelicula
Final Girl,"description: A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.; categories: Action,Thriller",Pelicula
Chalk It Up,"description: When a super girly-girl is dumped by her boyfriend; she decides to do everything she can to get him back by building a college gymnastics team, quickly learning that she is capable of a lot more than just getting an MRS degree.; categories: Comedy",Pelicula
The Man Who Knew Infinity,"description: The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.; categories: Biography,Drama",Pelicula
Unknown,"description: A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.; categories: Action,Mystery,Thriller",Pelicula
Self/less,"description: A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.; categories: Action,Mystery,Sci-Fi",Pelicula
Mr. Brooks,"description: A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.; categories: Crime,Drama,Thriller",Pelicula
Tramps,"description: A young man and woman find love in an unlikely place while carrying out a shady deal.; categories: Comedy,Romance",Pelicula
Before We Go,"description: Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.; categories: Comedy,Drama,Romance",Pelicula
Captain Phillips,"description: The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.; categories: Biography,Drama,Thriller",Pelicula
The Secret Scripture,description: A woman keeps a diary of her extended stay at a mental hospital.; categories: Drama,Pelicula
Max Steel,"description: The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.; categories: Action,Adventure,Family",Pelicula
Hotel Transylvania 2,"description: Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.; categories: Animation,Comedy,Family",Pelicula
Hancock,"description: Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.; categories: Action,Crime,Drama",Pelicula
Sisters,description: Two sisters decide to throw one last house party before their parents sell their family home.; categories: Comedy,Pelicula
The Family,"description: The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.; categories: Comedy,Crime,Thriller",Pelicula
Zack and Miri Make a Porno,"description: Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.; categories: Comedy,Romance",Pelicula
Ma vie de Courgette,"description: After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.; categories: Animation,Comedy,Drama",Pelicula
Man on a Ledge,"description: As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.; categories: Action,Crime,Thriller",Pelicula
No Strings Attached,"description: A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.; categories: Comedy,Romance",Pelicula
Rescue Dawn,"description: A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.; categories: Adventure,Biography,Drama",Pelicula
Despicable Me 2,"description: When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.; categories: Animation,Adventure,Comedy",Pelicula
A Walk Among the Tombstones,"description: Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.; categories: Crime,Drama,Mystery",Pelicula
The World's End,"description: Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.; categories: Action,Comedy,Sci-Fi",Pelicula
Yoga Hosers,"description: Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.; categories: Comedy,Fantasy,Horror",Pelicula
Seven Psychopaths,"description: A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.; categories: Comedy,Crime",Pelicula
Beowulf,"description: The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge.; categories: Animation,Action,Adventure",Pelicula
Jack Ryan: Shadow Recruit,"description: Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.; categories: Action,Drama,Thriller",Pelicula
1408,"description: A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.; categories: Fantasy,Horror",Pelicula
The Gambler,"description: Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?; categories: Crime,Drama,Thriller",Pelicula
Prince of Persia: The Sands of Time,"description: A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.; categories: Action,Adventure,Fantasy",Pelicula
The Spectacular Now,"description: A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""; categories: Comedy,Drama,Romance",Pelicula
A United Kingdom,"description: The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.; categories: Biography,Drama,Romance",Pelicula
USS Indianapolis: Men of Courage,"description: During World War II, an American navy ship is sunk by a Japanese submarine leaving 300 crewmen stranded in shark infested waters.; categories: Action,Drama,History",Pelicula
Turbo Kid,"description: In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.; categories: Action,Adventure,Comedy",Pelicula
Mama,"description: A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.; categories: Horror,Thriller",Pelicula
Orphan,"description: A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.; categories: Horror,Mystery,Thriller",Pelicula
To Rome with Love,"description: The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.; categories: Comedy,Romance",Pelicula
Fantastic Mr. Fox,"description: An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.; categories: Animation,Adventure,Comedy",Pelicula
Inside Man,"description: A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.; categories: Crime,Drama,Mystery",Pelicula
I.T.,"description: A self-proclaimed millionaire, has his life turned upside down after firing his I.T. consultant.; categories: Crime,Drama,Mystery",Pelicula
127 Hours,"description: An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.; categories: Adventure,Biography,Drama",Pelicula
Annabelle,"description: A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.; categories: Horror,Mystery,Thriller",Pelicula
Wolves at the Door,"description: Four friends gather at an elegant home during the Summer of Love, 1969. Unbeknownst to them, deadly visitors are waiting outside. What begins as a simple farewell party turns to a night of ... See full summary »; categories: Horror,Thriller",Pelicula
suite francaise,"description: During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Bruno von Falk (Matthias Schoenaerts), a German soldier.; categories: Drama,Romance,War",Pelicula
The Imaginarium of Doctor Parnassus,"description: A traveling theater company gives its audience much more than they were expecting.; categories: Adventure,Fantasy,Mystery",Pelicula
G.I. Joe: The Rise of Cobra,"description: An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.; categories: Action,Adventure,Sci-Fi",Pelicula
Christine,"description: The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.; categories: Biography,Drama",Pelicula
Man Down,"description: In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor.; categories: Drama,Thriller",Pelicula
Crawlspace,"description: A thriller centered around a widower who moves into a seemingly perfect new home with his daughter and new wife.; categories: Horror,Thriller",Pelicula
Shut In,"description: A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.; categories: Drama,Horror,Thriller",Pelicula
The Warriors Gate,"description: A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior.; categories: Action,Adventure,Fantasy",Pelicula
Grindhouse,"description: Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.; categories: Action,Horror,Thriller",Pelicula
Disaster Movie,"description: Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.; categories: Comedy",Pelicula
Rocky Balboa,"description: Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.; categories: Drama,Sport",Pelicula
Diary of a Wimpy Kid: Dog Days,"description: School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?; categories: Comedy,Family",Pelicula
Jane Eyre,"description: A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.; categories: Drama,Romance",Pelicula
Fool's Gold,"description: A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.; categories: Action,Adventure,Comedy",Pelicula
The Dictator,description: The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.; categories: Comedy,Pelicula
The Loft,"description: Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.; categories: Mystery,Romance,Thriller",Pelicula
Bacalaureat,"description: A film about compromises and the implications of the parent's role.; categories: Crime,Drama",Pelicula
You Don't Mess with the Zohan,"description: An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.; categories: Action,Comedy",Pelicula
Exposed,"description: A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.; categories: Crime,Drama,Mystery",Pelicula
Maudie,"description: An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.; categories: Biography,Drama,Romance",Pelicula
Horrible Bosses 2,"description: Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.; categories: Comedy,Crime",Pelicula
A Bigger Splash,"description: The vacation of a famous rock star and a filmmaker in Italy is disrupted by the unexpected visit of an old friend and his daughter.; categories: Drama,Thriller",Pelicula
Melancholia,description: Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.; categories: Drama,Pelicula
The Princess and the Frog,"description: A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.; categories: Animation,Adventure,Comedy",Pelicula
Unstoppable,"description: With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.; categories: Action,Thriller",Pelicula
Flight,"description: An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.; categories: Drama,Thriller",Pelicula
Home,"description: An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.; categories: Animation,Adventure,Comedy",Pelicula
La migliore offerta,"description: In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a ... See full summary »; categories: Crime,Drama,Mystery",Pelicula
Mean Dreams,"description: Follows Casey and Jonas, two teenagers desperate to escape their broken and abusive homes and examines the desperation of life on the run and the beauty of first love.; categories: Thriller",Pelicula
42,"description: This movie is about Jackie Robinson and his journey to becoming a Brooklyn Dodger and his life during that time.; categories: Biography,Drama,Sport",Pelicula
21,"description: ""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.; categories: Crime,Drama,Thriller",Pelicula
Begin Again,"description: A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.; categories: Drama,Music",Pelicula
Out of the Furnace,"description: When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.; categories: Crime,Drama,Thriller",Pelicula
Vicky Cristina Barcelona,"description: Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.; categories: Drama,Romance",Pelicula
Kung Fu Panda,"description: The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.; categories: Animation,Action,Adventure",Pelicula
Barbershop: The Next Cut,"description: As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.; categories: Comedy,Drama",Pelicula
Terminator Salvation,"description: In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?; categories: Action,Adventure,Drama",Pelicula
Freedom Writers,"description: A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.; categories: Biography,Crime,Drama",Pelicula
The Hills Have Eyes,"description: A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.; categories: Horror",Pelicula
Changeling,"description: A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.; categories: Biography,Drama,Mystery",Pelicula
Remember Me,"description: A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.; categories: Drama,Romance",Pelicula
Koe no katachi,"description: The story revolves around Nishimiya Shoko, a grade school student who has impaired hearing. She transfers into a new school, where she is bullied by her classmates, especially Ishida Shouya... See full summary »; categories: Animation,Drama,Romance",Pelicula
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","description: Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.; categories: Comedy,Family",Pelicula
Locke,"description: Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.; categories: Drama",Pelicula
The 9th Life of Louis Drax,"description: A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.; categories: Mystery,Thriller",Pelicula
Horns,"description: In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples.; categories: Drama,Fantasy,Horror",Pelicula
Indignation,"description: In 1951, Marcus, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with sexual repression and cultural disaffection, amid the ongoing Korean War.; categories: Drama,Romance",Pelicula
The Stanford Prison Experiment,"description: Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.; categories: Biography,Drama,History",Pelicula
Diary of a Wimpy Kid: Rodrick Rules,"description: Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.; categories: Comedy,Family",Pelicula
Mission: Impossible III,"description: Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fianceé in response .; categories: Action,Adventure,Thriller",Pelicula
En man som heter Ove,"description: Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.; categories: Comedy,Drama",Pelicula
Dragonball Evolution,"description: The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.; categories: Action,Adventure,Fantasy",Pelicula
Red Dawn,"description: A group of teenagers look to save their town from an invasion of North Korean soldiers.; categories: Action,Thriller",Pelicula
One Day,"description: After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.; categories: Drama,Romance",Pelicula
Life as We Know It,"description: Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.; categories: Comedy,Drama,Romance",Pelicula
28 Weeks Later,"description: Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan.; categories: Drama,Horror,Sci-Fi",Pelicula
Warm Bodies,"description: After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.; categories: Comedy,Horror,Romance",Pelicula
Blue Jasmine,"description: A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...; categories: Drama",Pelicula
G.I. Joe: Retaliation,"description: The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.; categories: Action,Adventure,Sci-Fi",Pelicula
Wrath of the Titans,"description: Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.; categories: Action,Adventure,Fantasy",Pelicula
Shin Gojira,"description: Japan is plunged into chaos upon the appearance of a giant monster.; categories: Action,Adventure,Drama",Pelicula
Saving Mr. Banks,"description: Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.; categories: Biography,Comedy,Drama",Pelicula
Transcendence,"description: A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.; categories: Drama,Mystery,Romance",Pelicula
Rio,"description: When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.; categories: Animation,Adventure,Comedy",Pelicula
Equals,"description: In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.; categories: Drama,Romance,Sci-Fi",Pelicula
Babel,"description: Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.; categories: Drama",Pelicula
The Tree of Life,"description: The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.; categories: Drama,Fantasy",Pelicula
The Lucky One,"description: A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.; categories: Drama,Romance",Pelicula
Piranha 3D,"description: After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.; categories: Comedy,Horror,Thriller",Pelicula
50/50,"description: Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.; categories: Comedy,Drama,Romance",Pelicula
The Intent,"description: Gunz (Dylan Duffus) is thrust into a world of excitement when he joins the TIC crew. The crew, led by the ruthless Hoodz (Scorcher), goes from low level weed peddling to full on armed ... See full summary »; categories: Crime,Drama",Pelicula
This Is 40,"description: Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.; categories: Comedy,Romance",Pelicula
Real Steel,"description: In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.; categories: Action,Drama,Family",Pelicula
Sex and the City,"description: A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.; categories: Comedy,Drama,Romance",Pelicula
Rambo,"description: In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.; categories: Action,Thriller,War",Pelicula
Planet Terror,"description: After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.; categories: Action,Comedy,Horror",Pelicula
Concussion,"description: In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.; categories: Biography,Drama,Sport",Pelicula
The Fall,"description: In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.; categories: Adventure,Comedy,Drama",Pelicula
The Ugly Truth,"description: A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary »; categories: Comedy,Romance",Pelicula
Bride Wars,"description: Two best friends become rivals when they schedule their respective weddings on the same day.; categories: Comedy,Romance",Pelicula
Sleeping with Other People,"description: A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.; categories: Comedy,Drama,Romance",Pelicula
Snakes on a Plane,"description: An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.; categories: Action,Adventure,Crime",Pelicula
What If,"description: Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.; categories: Comedy,Romance",Pelicula
How to Train Your Dragon 2,"description: When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.; categories: Animation,Action,Adventure",Pelicula
RoboCop,"description: In 2028 Detroit, when Alex Murphy - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.; categories: Action,Crime,Sci-Fi",Pelicula
In Dubious Battle,description: An activist gets caught up in the labor movement for farm workers in California during the 1930s.; categories: Drama,Pelicula
"Hello, My Name Is Doris","description: A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.; categories: Comedy,Drama,Romance",Pelicula
Ocean's Thirteen,"description: Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.; categories: Crime,Thriller",Pelicula
Slither,"description: A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.; categories: Comedy,Horror,Sci-Fi",Pelicula
Contagion,"description: Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure.; categories: Drama,Thriller",Pelicula
Il racconto dei racconti - Tale of Tales,"description: From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.; categories: Drama,Fantasy,Horror",Pelicula
I Am the Pretty Thing That Lives in the House,description: A young nurse takes care of elderly author who lives in a haunted house.; categories: Thriller,Pelicula
Bridge to Terabithia,"description: A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.; categories: Adventure,Drama,Family",Pelicula
Coherence,"description: Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.; categories: Mystery,Sci-Fi,Thriller",Pelicula
Notorious,"description: The life and death story of Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm.; categories: Biography,Crime,Drama",Pelicula
